text,label
মনে হয় মুরাইদ্দা কইরা দিছে,1
"পরিমনির লাইট ভার্সন,,,  কি ইমোশন রে বাবাহ,,,",1
"ওওওও,, তাহলে কি সেদিন ওখানে যাওয়া হয়নি,, আফা,,,,",1
সাথে করে পড়ীমনিকে নিয়া যাইতা।,1
জল চলে আসছে,0
ফেক ল্যাশ লাগায়ে ওমরাহ করতেসে কনফার্ম জান্নাতি,1
সারাজীবন মাথায় কাপড় দেয় না আর আজকে একদম হুজুর,1
আল্লাহ সবাইকে দ্বীনের পথে আসার তৌফিক দান করুন ।,0
আপু আপনার লিংক কিন্তু এখনও এডাল্ট সাইটে আছে,1
হজ্জ করতে যাইয়া মানুষ আইল্যাশও পরে,1
ওরে কেউ বলো আইল্যাস পড়ে অযু হয়না,1
হজ্বেও এত সাজে?.,1
ভাইরে ভাই অডিও নাকি দুই বছরের আগের।না জানি এতদিনে দেশ কয়বার স্বাধীন হইছে।,1
আল্লাহ তোকে হেদায়েত দান করুক,0
আপনি তো ওমরা করতে গেছেন বাংলাদেশে তো টাকলা কাকু আপনার কাম সাইরা দিছে।,1
দোয়া করি তুমি ইসলামের ছায়া তলে আসো এবং থাকবে,0
আহ সোনা গো কি পবিত্র,1
কিছু বললাম না অনেকে আছেন বললে বুঝে ফেলবে। হেদায়েতের মালিক আল্লাহ আল্লাহ হেদায়েত দান করুক।,0
"সেই ব্যভিচারিণী মহিলার কাহিনী আমরা অনেকেই জানি যাকে আল্লাহ মাফ করে দিয়েছিলেন, রাস্তার পাশে এক পিপাসার্ত কুকুরকে পানি পান করানোর জন্য। কিন্তু আমরা কি কখনো ভেবেছি, সেই কুকুরটাকে তার কাছে কে পাঠালেন? এমন পরিবেশ পরিস্থিতি কে তৈরি করে দিলেন, যাতে করে সে এমন…",0
"আই ল্যাশ পরে হজ্জ্ব করতেছে! বাহ"" বাহ!",1
ফেইক আইল্যাশ পড়ে ওমরা হজ?,1
আপনারা এগুলি করে বেড়ান তাই ওরা আপনাদের ডাকে। একজন ভাল মেয়েকে এই ভাষায় কথা বলার সাহস কেও পাবে না। হোক সে মন্ত্রী।,1
চোখে আইল্যাশ,1
খুবি নেক্কার বান্দী আমিন,1
তোমার মাস্ক ইটা কিতা সোনারগা হোটেল থাকি নি পাইছো?,1
খেজুর নিয়ে আইসো প্রিয়,1
একদিনের রেকর্ড ভাইরাল হইছে আর  যে আগে চেনা জানা হইছে একসাথে গল্পসল্প হইছে ঐ গুলো কে বলবে,1
"আলহামদুলিল্লাহ বলিয়া মদ্য পান করিলেই সেই মদ্য হালাল হয়ে যায় না,,আরো জোরে দে বলা আপু",1
আপা আপনি চেলচেলায় বেহেশতে যাবেন,1
ফোনকল যে ভুয়া এই দাবীটা তো করারও আর সুযোগ থাকলোনা,0
এখানে দেখলাম কিছু আপুমনিরা মাহীকে ধুয়ে দিচ্ছেন বলি আপুরা মুরাদ যে মাহীকে রেপ করার কথা বলল একবারও কি আপনাদের মনে হয়নি ওই জায়গায় আপনি থাকলে কি করতেন???  মাহী খারাপ ভালো বিচার আমি করবো না আল্লাহ আছেন।আমি কিন্তু একটা মেয়ে হিসেবে মন্ত্রীর ক্ষমতার দাপটে ভয় পেয়েছি।,0
মামুনুল হককে গ্রেপ্তার করা হয় পাগলা মুরাদকে কেন নয় ।,0
মুখে হোল ঢুকে দিতে হবে মাহির,1
"সবাই ধীরে সুস্থে গালাগালি করুন। ধাক্কা ধাক্কি করবেন না। সামাজিক দূরত্ব বজায় রেখে গালা-গালি করুন। উত্তেজিত হয়ে গালা-গালি করতে গিয়ে বানান ভুল করবেন না। আমরা কমেন্ট করতে আসি না, শুধুমাত্র পড়তে আসি। তাই এমন ভাবে গালা-গালি করুন, যাতে আমাদের পড়তে অসুবিধ…",1
"আনাস (রা) বলেন, রাসুল(স)  বলেছেন  '' আল্লাহ তাআলা বলেন "" আদমের ছেলেমেয়ে শোনো তোমাদের পাপ হতে হতে যদি আকাশে লেগে যায়, এরপর যদি তুমি বলে আমার ভুল হয়েছে।  আমি তোমাকে হ্মমা  করে দিবো। আমি পরোয়া করি না তুমি কত বড় পাপি।",0
"হজ্জ কোনো ফ্যাশন নয়,হজ্জ করে এসেই সেই আবার পুরনো জীবনে ফিরে যাওয়ার জন্য হজ্জ নয়,হজ্জের তাৎমর্যাদা বুঝে হজ্জে যান,",1
বুড়া বেডা খাইয়া দিছে,1
"কিছু বললেই গীবত হয়ে যাবে তাই কিছু বললাম না,,,,,, গীবত করে অন্য জনের পাপ নিজের শরীরে  আনার শখ নাই!",1
আমি চিন্তা করি তোর হাজবেন্ডের কি অবস্থা,1
আমি আপনাকে কিছু বলতে চাই আপনি অতীতে যা করেছেন তার জন্য পবিত্র জায়গায় গিয়েছেন সেখানে মহান আল্লাহর কাছে ক্ষমা চান আল্লাহর ক্ষমা করবে। শুধু একটা কথা মনে রাখবেন ভবিষ্যতে কোন নেতা মন্ত্রী আপনাকে যদি এমন বাজে কথা বলে তার কথার সাথে তাল না মিলিয়ে তার প্রতি…,0
আপনারে আল্লাহ হেদায়েত দান করুক।।আপনার সাথে যেভাবে কথা বলেছে। এটা বলাই যায় এটা তার প্রথম কথা না। নাটক আপনারা ভালই করতে পারেন এটা সবাই জানে।,1
ভাইরে ভাই তোরা পারছ হেরামের এরিয়াতে বসে এই দরণের কথা বাতা্ আর যখন শুনছে হেতার পদত্যাগ তখন কাহিণি বের হচ্ছে এতো খোলা মেলা কথা প্রি না হলে কেউ বলতে পারবে না হুজুগে বাংগালি আমরা,1
"বাহ বাহ এই খানে এসেও নাটক, ভালোই,",0
আপনি কি বলবেন মানুষ বোকা না সব বোঝে,0
"লাইভে এসে আপনার অবস্থান জানিয়েছেন ভালো কথা। কিন্তু হেরাম শরীফের প্রাঙ্গণে কেনো!!!?  এমন একটা পবিত্র জায়গায় লাইভে এসে নিজেরে খুবই ভালো প্রমানের চেষ্টা করছেন??  আহ্, দুনিয়াটা কোথায় গিয়ে পৌঁছেছে,, ঘুষ খোরেরা সারা জীবন ঘুষ খেয়ে শেষ বয়সে হাজি স…",1
আমরা একটা কথা সবাই জানি,0
আপু গো দেশের হোগায় বাস,1
চোখে আইলেস লাগাই ওমরা করতে প্রথমবার দেখলাম।,1
আল্লাহ তোমাকে হেফাজত করুক।,0
এখন মুরাদের বিরুদ্ধে মামলা করতে হবে,0
আপনি ও কি দুধের দোয়া তুলসী পাতা।,1
"আপনেকে সামনে পিছনে ঠেলছে শুধু, এই কথা যদি আগে বলতেন তাহলে প্রতিবাদ করে তাকে আরো আগে পদত্যাগ করাইতাম",0
এগুলোর লজ্জা সরম বলতে কিচ্ছু নাই..,1
বার বাহারি তদের তো টাকা লোভ বুরা টাকলা আর কাকা তাদের কাছে সবই মুধ,1
সেই দিন রাত্রে তো টিকি মজা করছিলা এখন হজ্বে গিয়ে ভদ্র সাজলে হবে,1
সিনেমা জগতে যারা তারা কোন দিন ভালো মানুষ হতে পারে না। যতই হজ্জ করুক আর নামাজ পরুক।যতদিন না মিডিয়া ছেরে তওবা করে ফিরে আসে আল্লাহ র পথে,0
কনফার্ম জান্নাতি!!,0
কাহিনি সইত্য,0
মুখ খুললো কোথায়?,0
একটা লুক ও ওরে ভালো ভলে নাই  জেমন গাছ থেমন ফল,1
"এক শালাও ভালো না,,, দেশের ফুল চলচ্চিত্র শীল্পটাই ধ্বংস হয়ে গেছে। এখনকার নায়ক নায়িকারা ঝোপ বুঝে কোপ মারে,,, ছিঃ ছিঃ ছিঃ তারপর জনগণের সামনে ধরা পড়লে শুরু করে দেয় নতুন অভিনয়",1
ওমরাহ করতে এসে আইল্যাশ লাগানো যায়?!,0
কি ফাস্ট নেটওয়ার্ক রে ভাই 5g এতো তারাতাড়ি কিভাবে গেলেন আফা okkhhy যাই হোক দেশে আসার পরে দেখা যাবে মুখে কতদিন আল্লাহর নাম থাকে ইন্স আল্লাহ,0
তুমি ঠিক দু বছর আগে কেমন মাহি ছিলা আর বলতে হবে না।,1
মাহি যখন হজ্জে গিয়ে ইবলিশ কে পাথর মারলো,0
আপু ওমরা করতে গেছেন আলহামদুলিল্লাহ খুব খুশি হয়েছি,0
ফেক আইল্যাশ দিয়ে ওমরাহ করে?,0
আসসালামু আলাইকুম,0
সে কী করছে ও মাহি,0
তাইলে মধু আগেই খাইছে,0
"আর কত ভাইরাল হবি,,স্কুল জীবন  থেকেই তো ভাইরাল হইচিস।মুরাদের বিজনেসের টাকায় হজ করে কোন লাভ হবে না,,দেশে চলে আয়",1
তুমি ভাল কাজ করতে গিয়েছ আল্লাহ তোমাকে হেদায়েত দান করুন আমিন,0
তারমানে সেইদিন আপনে গেছিলেন,1
যেহেতু আপনি আল্লাহর ঘরে গিয়েছেন আমরা দোয়া করি মহান আল্লাহ আপনাকে কবুল করুক,0
আল্লাহ আমাদের  সবাইকে হেদায়েত দান করুন,0
পিছনে দিছিলো না সামনে এটা একটু বলেন আফা,1
আহ সত্যি সত্যি মায়া লাগতাছে গো,0
"মাহি যদি ভালো হতো, তাহলে ওর সাথে কথাই বলতো না!!",1
আল্লাহ  হেদায়েত দান করুন।,0
পিছোনে সবুজ পর্দা দিয়া ভিডিও কোরা নাকি....,1
বলতেসে ওই সোমোই কি বলবে তো আকাম না কোরলে ওই সোমোই তো কেস কোর্তে অংশে।,1
কল রিকোডিং তা আবর সুন্নে কি বলবে মনে পরবো সাখ দিয়া মাস ঢাকা লাখবোনা...,1
আল্লাহ আপনাকে কবুল করুক,0
সে কি তোমারে করছিল?,1
"আপনি যদি বাঙ্গালী হয়ে থাকেন আর বাংলা ভাষার প্রতি ভালোবাসা থাকে এবং ৫২ ভাষা আন্দোলনের শহীদের প্রতি কোন রকমের শ্রদ্ধাবোধ থাকে,আর আপনি যদি স্বাধীনতার চেতনায় বিশ্বাসী হোন, আর যদি ৭১এ  তিন লক্ষ মা বোনের ইজ্জত লুন্ঠনে ব্যথিত হোন তাহলে অবশ্যই টাকলার অডিও ক্লি…",0
নকল চোখের দোররা পোরে আবর ইবাদত,1
তাহোলে ঘোটনা শোইতো,0
আলহামদুলিল্লাহ  বন তোকে  আল্লাহ কবুল কোরক,0
আপু আজ মুখ না খুলে সেদিন মুখ খুললে হয়তো আপনার কেরিয়ারের ক্ষতি  হতো কিন্তু আত্নসন্মান থেকে বেচে যেতে।,0
"আল্লাহ  আপনাকে  হেদায়েত দান করুন ,  এবং সারাজীবন যেন  ভালো কাজ করতে দেন দোয়া করি,",0
সে হজ করছে/করতেছে এটা নিয়ে প্লিজ কেউ বাজে মন্তব্য না করি। হয়ত আল্লাহ হেদায়েত দান করছেন। আর আল্লাহ হেদায়েত দান করলে এবং সে ধর্মে পথে আসলে ভালোই।,0
আহাগো সোনা আমার,1
আপনার নাটক দরা খাইছে পাপ করে ওমরা,1
আপ্নি এতো ভলো মানুস না,1
বানিয়ে বানিয়ে মিথ্যা  বলার সময় মানুষ আকাশের দিকে তাকিয়েইকথা বলে।,1
কিন্তু আমার একটা প্রশ্ন,0
দ্রুত মানহানি ও এটেম টু রেপের মামলা করা উচিত।,0
ভূতের মুখে রাম রাম।,1
চিন্তার কারন নেই।,0
আজকে পদত্যাগ করল আজকেই তুমি কেন লাইভ করতেছ যখন ঘটনা হয়েছে তখন কেন করনি তুমিও দুশি,1
রিয়াজ আজ ফেরদৌস  কই,0
নৌকার জন্য ভোট চাওয়ার সময় গলায় অনেক জোর দেখলাম। প্রতিবাদ করার সাহস হলোনা নাকি উপভোগ করাই শ্রেয় মনে করছিলেন।,1
আল্লাহ হেদায়েত দান করেন।,0
জুলুমকারী কে আল্লাহ সুবহানাহু তায়ালা কখনও পছন্দ করেনা।,0
আইল্যাশ লাগিয়ে হেরেম শরিফে।।।???,1
আরে তারতারি দেশে আসেন কালকে ইদ,0
৩  নাম্বার বিয়াটা আবার সৌদি সেরে এসো না বাংলায় ছেলের অভাব নাই,1
যা কিছুর বুঝছে। যাগ গাঁ আপা বাদ দেন অতীত অতীত পাপ মোচন কইরা মনে করেন।,0
ভয়ে উম্মরা পালনে গেছে সোনামনিটা,1
মুরাদ ডের মোটো পাইশা ওয়ালার টিকে কি দেহো বিক্রি করকোস,1
হালায় কর ছে,1
তিনি জকন আললাহ কে সাক্ষী করেছে  আর কিছু  বলার নাই,0
চোখে আবার আইল্যাশ,1
তুই বাজে মায়ে,1
ওরে বাটপার,1
হুজুর চোখের পাতা এক্সটেনশন কোরে ওমরা করতে জিসিই,1
আইল্যাশ পরে ওমরা,1
তয় তুমি এখন ভালো হয়ে যাও,0
বুঝিনা এদেরকে এমন পবিত্র জায়গায় যাবার ভিসা কেন দেয় আর কেন ই বা ঢুকতে দেয়।,1
আরে ভাই আমিতো বুঝছি মাল এডিটিং করা,1
আধুনিক নষ্টা,1
আপু কি আইল্যাশ পরছেন?,1
"মাহি তুমি ভালো কাজ করছো যাই হোক,,,, টাকলা কাম  শেষ",0
আইনের আওতায় এনে বিচার হোক  মুরাদ হাসানের,0
"এখন ফেমিনিস্টরা কোথায় তাদের আওয়াজ কোথায়, এটা স্পষ্ট এখানে মাহি অসহায় ছিলো কিছু করার ছিলো না,  এই অডিও ভাইরাল না হলে মুরাদের শিক্ষাও হতো না,  মাহি এখানে নিজেকে ভালোও বলে নি,  সে আসলেই পরিস্থিতির স্বীকার,  নায়িকা হলেও মাহী ক্ষমতাধর কোনো ব্যাক্তি ছিলো না।",0
খতম,1
আল্লাহ চাইলেই যে কাউকেই কোন না কোন উসিলায় ক্ষমা করে দিতে পারেন। যে ব্যাক্তি ভুল করার পর আবার আল্লাহর কাছে ফিরে যায় আল্লাহ তাকে নিরাশ করেন না। নিশ্চয় আল্লাহ ক্ষমাশীল। আশা করি ওমরাহ করার পর ইসলামের পথে ফিরে আসবেন।,0
"ওমরাহ কোর্তে গিয়েও চোখ এ লেন্স, পাপড়ি লাগতে ভুলে নাই মাহি",1
তাহলে ঘটনা সত্যি তানাহলেতো ফেইসবুকে থাকাটাই অসম্ভব ছিল  আমাদের ছাএলীগদের কারণে। এজন্যই সরকারি দলের লোকের মুখে থালা।ডালমে কুচ কালাহে।,0
আল্লাহ পাক তোমার মোগল করুক।আমিন।আর টাকলা মুরাদের বিচার আল্লাহ পাক করবো,0
তুইও পাপী,1
"তুমি এখনি চলে আস নইলে আমি পুলিশ, পাঠাব",1
মানুষ পিছনে কি করছে না করছে সেটা না বিবেচনা করে মানুষ এখন কি করতেছে সেকি ভালো কিছু করতেছে সেটা দেখুন যারা অন্যায় জোরপূর্বক করতেছে তাদের শাস্তির ব্যবস্থা করুন আর যে সৎপথে যেতে চায় তাকে সৎ পথে যাওয়ার সুযোগ করে দেন ইনশাআল্লাহ অপরাধের বিচার একদিন হবেই স…,0
আপনে দেশ বাশি চেয়ে উত্তম হবে আল্লাহ্ কাছে খমা চাওয়া,0
তুমি বেসি খরপ..হজ্জ তোর হবে না..,1
সবই নাটক মানুষ বুঝে,1
এই টা এমন একটা জাইগা কেউ কারাপ মন্তব্য  করবেন না। আল্লাহ্  পাক ককন কাকে হেদায়েত  করবে আমার  জানিনা। দয়া করে কারাপ মন্তব্য  তেকে দুরে থাকি..,0
কী মনে করেন হজ করলেই জীবনের  সব পাপ শেষ?  না কখনোই না,1
চিন্তার কারন নেই।,0
মানুষ যা বুজার বুজেছে,1
নায়িকা নামক পতিতাদের  বিয়ে আর স্বামি সংসারের প্রতি সম্মান   রোপ কথার গল্প ছারা আর কিছু নয়।,1
বারো ভাতারিদের এক ভাতারে হয়না তাই ভেংগে গেছে।,1
এইসব যাত্রাপালা দুই টাকা দামের নায়ক নায়িকাদের সংসার আল্লাহ তাআলা লেখাপড়া কিভাবে করবে নষ্টামি করবে না সংসার করবেন 17 বেটার চোদানা না খেলে এদের ভালো লাগেনা এরা সমাজের ক্যান্সার এদেরকে ডিলিট করো এদের কারণে আরও মেয়েদের সংসার নষ্ট হয়ে যাবে এরপর টোয়েন্টি করবে না সংসার করবে যাই হোক তোর সাথে আরেকজন যুদ্ধ অপু বিশ্বাস দুজন একসাথে এখন প্যান্ট খুলে নাচতে পারবি স্বাধীনভাবে সংসার করা লাগবে না,1
"তোমরাও ভাই পারো এই সমস্ত মানুষদের বাল ভেঙ্গে যাচ্ছে,,,, ওইসব মিডিয়ার ফালতু নিউজ গুলো শুনতে শুনতে আর ভালো লাগেনা,,,, কয়দিন আগে তামিমা তাম্মির,,,, যা উত্তাল দেখা গিয়েছে এখন আবার চুপ",0
সিলেট এইতা পাগলের তাই নাই শাহ জালালের দেশ,0
ওদের  জীবনে  সংসার  বলতে  কিছু  নেই,1
"মিডিয়া জগতে বিয়ে বলে কিছু আছে নাকি,,, এটা তো পুতুল খেলা,,, আবার কিছু কিছু সময় টাইম পাস",1
মাহিয়া মাহি এসব অসুন্দর কথা গুলো শুনা থেকে বিরত থাকো অন্য নায়কাদের মতো আর বদনাম রটায়ো না কারন সবাই তোমাকে ভালো জানে এভাবে সংসারটা ভেংগে দেওয়া ঠিক না ডিভোর্স কথাটা শুনলে আল্লাহর আরশ কেপে উঠে এর চাইতে নিকৃষ্ট কাজ আর হয় না এমন ডিসিশন নিও না প্লিজ সব ভক্ত …,1
সিলেটি বলদ,1
ওদের একটা তে হয়না যত ভালো থাক না কেন সংসার ভাংবেই বারো ভাতারি দের,1
পাঁচ বছর তা অনেক সময় গেল এদের সংসার একমাসের থাকার কথা না কারণ এরা একেক দিন একেক জনের রড না নিলে ভালো লাগেনা,1
পাপ বাপরে ছারবেনা মাহি,1
এক তরকারি ভালো লাগে না,1
সাকিব খানের বৌ ত অপু মাহিয়া মাহি ছাড়া ছাড়ি কি করো,1
আপনারা জানেন এদের চাহিদা মেটাতে কেউ পারে না,1
মিথ্যা খবর,0
মাহি ত একটা টপ খানকি.. ওদের অাবার সংসার অাছে নাকি.... তাই  বাংলাদেশের জনগনের এখন করনিও হল এই যে মাগি মাহির বোদা দিয়ে ১০০০ গরম ডিম ডোকাতে হবে.. কারন বাংলাদেশর সকল নায়িকা দের বোদা অনেক ফেরাক..,1
খানকি দের তো ভাই এক সোনায় হয় না বা নিগ্রো দের সোনা লাগবো ভোদা ফাটায়া দিতে হবে..,1
মাহির ভিডিও এখন ও দেখি কারো লাগলে বলতে পারেন,1
খানকিদের  স;সার করা লাগেনা,1
"মাহির স্বামী তো দেবতা!দেবতার আঠারো হাজার গোপী থাকে ভোগ করার জন্য আর তাদের ভোগ করেই সে দেবতা হয়!তো এমন দেবতার একজন রক্ষিতা বউ থাকে আর সেই বউকে প্রতিদিন, স্বামী নামক দেবতা কে সাজিয়ে গোপী দের ঘরে পাঠাতে হয়! কিন্তু আজ মাহি রা সেটা পারিনি নিজে একটা মানুষ হয়…",1
তুই তো মাগি,1
"নিজের ফাঁদে নিজেই পড়লো, একজন নষ্টা মেয়ে সমাজের কলংক",1
নাসিরুদ্দিন উনাকে একদম আমার সুবিধাজনক মনে হয় না,0
ডানা কাটা পরীমণির পাছায় ডিম থেরাপি দেওয়া হোক,1
পরিমনি সহ হিজলা জিমি কে আয়িনের আওতাই এনে রিমান্ডে নেওয়া হোক তাহলে আসল রহস্য বেরিয়ে আসবে।,1
"কিসের বালের পরিমনী,,,লোটিমনী বলেন।।",1
পরিমনিকে দৌলতদিয়া পতিতালয়ে পাঠানো হোক,1
পরিমনি ১২ ভাতারি ওকে আবার কি ধরসন করবে,1
নাছির কে ছেলে পরিমনিকে জেলে ঢুকেও,1
ভাইগো প্রথম প্রথম সুনসিলাম যে  বোর্ড ক্যালামবে কোন সি সি ক্যামারা নাই,0
পরীমনির একটা খারাপ মেয়ে তার বিচার ছাই,1
পরিমনির পাশাপাশি হাপ লেডিস বা হিজরা যাই হোক সেই জিমির ও বিচার চাই।,1
নিজের ঘর নিজের ছবি নিজের জমিজমা,0
"পরিমনি কে ডিম থেরাপি দেওয়া হোক সব সত্যি বের হয়ে আসবে,,",1
না ভাই সে বলছে   বতল ঢুকিয়ে দিছে,0
নাছিৰকে জামিন চাই,0
যাদেরকে নিয়ে বড়াই করত তারা এই ক্ষতি করেছে,0
পরিমনি কে গেপতার করা হক।,1
ভূয়া খবর,0
ভাই আপনাদের কি আর কোনো কাজ নাই,0
ভাই ওকে চোদা দরকার,1
পরিমনি ত্রকটা খাংকি,1
পরীমনি নাইটকেলাবে কোটি কোটি টাকা কামাইতে যায় তার একটা গাড়ির দাম সাড়ে তিন কোটি টাকা একটা ছবি করে 8 লাখ টাকা অমানুষের পায়না,1
পরীমনি কোটি কোটি টাকার মালিক যা বাংলার প্রধানমন্ত্রী নাই,0
একাতিত্ব তালি বাজে না এটা পরীমনি নাইট ক্লাবে কেন যায় রাত দুইটা বাজে,1
নাটক পরি মনির শালারে জেলে দাও,1
এই বেশ্যার কঠিন বিচার হওয়া উচিত,1
পরিমনির ছোট বোন সাথী,0
ও তো একটা নটি,1
পরিমনি কারাপ,1
পরিমনি গ্রেপ্তার করা হক,1
পরীমনিকে রিমান্ডে নিয়ে জিজ্ঞাসা করা হোক,1
পরী খাংকিকে ভরকট করোন চলচ্চিত্র থেকে আমাদের বাংলাদেশটাকে বাছান,1
নাসির কে জেরে দেয়া হক,1
বাংলার মিয়া খলিফা।,1
খানকি মাগি নিয়া আপনারা কিজে পাই ছেন ভালো কিছো করেন,1
ফাঁসির অর্ডার দেওয়ার প্রয়োজন,1
কিছু বলবো না ভদ্র হই গেছি,0
হিজাবী শয়তান লিখে সার্চ দিছিলাম,1
হে হ্যালো হিজাব কুইন না হিজাবি শোইতান বোলে ঠিক আছে আপনার ইউ টিউবে সার্চ করুন,1
শয়তানের আম্মা,1
মাঝখান দিয়ে আপনিও চান্স নেওয়ার জন্য সুযোগ খুঁজছেন ভাই আমরা এগুলো বুঝি ভাই,0
চরম বিরক্তিকর একটা মেয়ে,1
কি একদম বাল হইয়া গেছে যে তার জীবন সম্বন্ধে জানা লাগবো ফালতু সময় নষ্ট,1
তার বয়স নাকি ২১ ভাবতেও অবাক লাগছে বুঝছেন,1
তার সম্পর্কে জানতে হলে আমার সাথে যোগাযোগ করুন সে দুইটা বিয়ে করছে প্রথম স্বামী যার সাথে বিয়ে করেছে সে আমার ছোট ভাই তার সাথে দুই বছর সংসার করেছে এখন বর্তমানে যার সাথে আছে তার স্বামী আগে একটি বিয়ে করেছে এবং তার মত একটা মেয়ে একজন ছেলে আছে যারা বলেন তার…,1
চরম বিরক্তিকর একটা মেয়ে,1
"প্রথমে ভুলে love রিয়্যাক্ট পড়ে গেছিলাে , পরে haha রিয়্যাক্ট দিতে গিয়ে দেখি এমবি শেষ , মাথা পুরাই নষ্ট , যে করেই হােক haha দিতেই হবে ফ্লেক্সিলােড এর দোকানে গিয়ে দেখি দোকান বন্ধ , শেষমেষ দোকানের সার্টার ভেঙ্গে রিচার্জ করে পােষ্টে haha দিলাম  ত…",0
"হ্যাঁ ভাই হিজাব কুয়িন,,হাতে নিল পালিশ দিয়া হিজাবের ভিতরে শয়তান নিয়া বসে থাকা আরকি",1
এই আবেগময় এবং অনুপ্রেরণামূলক ভিডিওটি দেখার পর আমি আমার দুটি চোখ এবং কান দান করার সিদ্ধান্ত নিয়েছি। এখন আমি খুব সুখে শান্তিতে এই গ্রহ ত্যাগ করতে পারি। এমন একটি অনুপ্রেরণাদায়ক এবং হৃদয় বিদারক ভিডিও আপলোড করার জন্য আপনাকে অনেক ধন্যবাদ।,0
আই লাভ ইউ জান্নাতুল মুন,0
হিজাবি শয়তান বলে চার্স দিসিলাম,1
হিজাবী শয়তান ও বলা যায়,1
ওরা ঢাকার কাজলায় ভাড়া থাকতো আর ওর বাবা জন্ডিস ঝারায় রাস্তায় বসে আর ও অবিবাহিত কথাটা ঠিক না বিবাহিত। তথ্য দিতে চাইলে সঠিক তথ্য দিবেন।,0
আবল চোদা,1
অনেক ভালো লাগে,0
"কাম সারছে, এমনেই বরিশালের ছেলে বলে বরিশালের বাহিরে কারোর কাছে ইজ্জত পাই না",1
সে আমাদের এলাকার ইভেন আমার বড় আপির স্কুল কলেজের ক্লাসমেট তথ্য সঠিক জেনে দিবেন। তার বয়স ২১ কিভাবে হয়SSC-14তে যার,0
হিজাভ সয়তান নারি,1
ফালতু জান্নাতুল বাদ দিয়ে জেন্সি রাখসে,1
তাতে আমার বা* ছেড়া গেলো,1
বালের কুইন,1
হিজাব কুইন না বোলেন হিজাবি শোয়তান,1
দেখলে তো মনে হয় বয়স 30,1
"ভুল বলসেন ভাই,",0
আমর মনে হোই অনি বেল মাথা,0
"বুকে উড়না থাকেনা আবার মাথায় হেজাব মারে, নাম আবার হেজাব কুইন",1
এই বিখ্যাত নারীর জীবনি না জানলে তো আমার জীবনটাই বৃথা হতো!,1
"সে একা না তার মত হিজাব পড়া এমন অনেক গুলো।,হিজাব পড়ে শয়তানের ডিউটি খুব সুন্দর ভাবে পালন করতেছে। এদের নিয়ে কথা বললে আবার নারী চেতনায় আঘাত লাগে।",1
ডিজিটাল বদমাইশ,1
খুবই উপকৃত হইলাম।,0
অনেক ভালো লাগে,0
সে হিজাব এর ওবোমাননা করে ফালতু মহিলা একট্টা,1
হিজাবী শয়তান,1
মনে হয় মাথায় চুল নাই।তাই বুক দেখাইলেও মাথা দেখায় না,1
টিকটিকিতে আমর ওকে সব চাইতে খারাপ লাগে হিজাবের অপমার করছে টিকটিকিতে এসে,0
হেডার কুইন,1
হেজাবি শয়তান,1
"মনে হয় ৩০ বছর আর তার বয়স না কি ২১,কই পায় এই সব",1
ওরে দেখলেই থাপড়াইতে মনে চায়,1
"এইডারে দেখাইস না ভাই, আমার রক্ত গরম হয়ে যায় এটা রে দেখলে",1
অনেক ভালো,0
"উফস কি উপকার করলেন  দাদা বলে বুজাতে পারবোনা,",0
"সর্ব শেষে বুঝতে পারলাম যে ও সিঙ্গেল,,, তাক লাইন মারা যাবে",0
হেজাব কুইন না হেডা,1
চাঁদের আমর চোদাইন্না,1
হিজাব তোহ মিয়া খলিফাও পরে,0
হাতেও বেশসা মত লাগে,1
"শয়তানের দাদি,, শালী",1
উনার বিয়ে হইছে বুড়ো একটা আঙ্কেলের সাথে।। এবং একটি মেয়েও আছে।। বাসা যাত্রাবাড়ি,0
ভালো লাগে,0
যেভাবে বললো মনে হইতাছে বারেক ওবামার বউ,0
কেয়া কসমেটিকস এর পক্ষ হতে পরিবেশ বান্ধব গান্জা গাছ উপহার দেয়া হোক,0
বা*েলর কুইন। এই ভদ্র শয়তানদের কারনে টিকটক হারম হয়ে গেল।একটু একটু দুষ্টামি করে বড় দুষ্টামির ধান্ধা। জত্তসব বাজে লোক,1
"হেতির জন্ম যদি ২ হাজার সালে হয়, তাইলে আমার জন্ম ২০১৫ তে",0
মিয়া কলিফা,0
"বন্ধু বান্ধব, আত্নীয় স্বজন দের জন্য কিছু বলতেও পারি নাহ!",0
আগ্রহী নই,0
তোরে কত টাকা দিছে এইডার দালালি করতে,0
আশি বছরের বুড়ি আবার একুশ বছর হলো কবে,1
বাল ছেরা প্রতিতার জন্য বিখ্যাত,1
একটা আস্ত সয়তান,1
২১ বছর...!,0
অচো* নিউজ,0
"হিজাব কুইন না ভাই, হিজাবি শয়তান ডাকে",1
খুবই দুঃখ জনক পেইজ এর নাম বাংলা হিষ্টোরি অথচ সে হয়তবা নিজেই জানে না হিষ্টোরি কী।,0
টিকটিক ভিডিও য়ের পাশাপাশি গান গেয়েও সে হিজাব কুইন,1
"এমন হিজাব পরে কি বুঝাতে চায়,,যে শরীর জাহান্নামে জাক, কিন্তু মাথাটা জান্নাতে জাক। নাউজুবিল্লাহ,,, আল্লাহ ওনাকে সঠিক বুঝদান করুক।",1
অনেক ভালো লাগে,0
বাল্কিমুন আমি সিওর অর মাথায় চুল নাই তাই হোগা লেংটা মাথায় ঘুমটা,1
